aogcm,sector,pr_clim,evspsbl_clim,smb_clim,ts_clim,mrro_clim
csiro-mk3.6_rcp85,5,5.6967542150232475e-06,8.449516144537483e-07,4.851802714256337e-06,242.497314453125,
csiro-mk3.6_rcp85,6,2.4708915589144453e-06,4.874993351222656e-07,1.9833923943224363e-06,226.75027465820312,
csiro-mk3.6_rcp85,7,2.172984204662498e-05,6.132191174401669e-06,1.5597652236465365e-05,259.00640869140625,
csiro-mk3.6_rcp85,8,1.8436381651554257e-05,8.323450856551062e-06,1.0112932613992598e-05,254.94522094726562,
csiro-mk3.6_rcp85,9,6.348785973386839e-06,1.5840487321838737e-06,4.764737241202965e-06,234.79652404785156,
csiro-mk3.6_rcp85,10,1.0020207810157444e-05,2.4777291400823742e-06,7.542479124822421e-06,249.32049560546875,
csiro-mk3.6_rcp85,11,3.2897337405302096e-06,6.499225264633424e-07,2.639811327753705e-06,230.22930908203125,
csiro-mk3.6_rcp85,12,2.0002529709017836e-05,5.3610247050528415e-06,1.4641505913459696e-05,259.1081237792969,
csiro-mk3.6_rcp85,13,2.1670834030373953e-05,7.882540558057372e-06,1.3788293472316582e-05,262.7229309082031,
csiro-mk3.6_rcp85,14,1.1995256500085816e-05,3.316977199574467e-06,8.678279300511349e-06,249.3365478515625,
csiro-mk3.6_rcp85,15,1.2619810149772093e-05,2.9160664780647494e-06,9.703743671707343e-06,257.28472900390625,
csiro-mk3.6_rcp85,16,1.3470779776980635e-05,1.8353622408540105e-06,1.163541674031876e-05,255.87197875976562,
csiro-mk3.6_rcp85,17,2.209815829701256e-05,7.37668551664683e-06,1.4721472325618379e-05,269.13848876953125,
csiro-mk3.6_rcp85,18,1.6190306268981658e-05,2.5592664769646944e-06,1.3631040019390639e-05,256.2691650390625,
ipsl-cm5-mr_rcp85,1,2.3619197236257605e-05,1.4182354789227247e-05,9.43684335652506e-06,272.082763671875,
ipsl-cm5-mr_rcp85,2,1.2302371033001691e-05,3.4774122923408868e-06,8.82495896803448e-06,254.2740020751953,
ipsl-cm5-mr_rcp85,3,2.776632936729584e-05,1.3219761967775412e-05,1.454656921850983e-05,272.465087890625,
ipsl-cm5-mr_rcp85,4,1.3271938769321423e-05,1.870825030891865e-06,1.140111362474272e-05,250.68275451660156,
ipsl-cm5-mr_rcp85,5,7.471857315977104e-06,2.161123347832472e-06,5.310734195518307e-06,249.19876098632812,
ipsl-cm5-mr_rcp85,6,3.4224210594402393e-06,1.3425883480522316e-06,2.0798324840143323e-06,234.6302947998047,
ipsl-cm5-mr_rcp85,7,2.337121986784041e-05,1.0874864528886974e-05,1.2496355338953435e-05,262.1276550292969,
ipsl-cm5-mr_rcp85,8,2.044380562438164e-05,9.064584446605295e-06,1.137921935878694e-05,257.5172424316406,
ipsl-cm5-mr_rcp85,9,7.882106729084626e-06,3.8490366023324896e-06,4.033069672004785e-06,242.50015258789062,
ipsl-cm5-mr_rcp85,10,1.4991132047725841e-05,8.68259394337656e-06,6.308537649601931e-06,258.7000732421875,
ipsl-cm5-mr_rcp85,11,4.673493549489649e-06,1.921785269587417e-06,2.7517085072759073e-06,239.61434936523438,
ipsl-cm5-mr_rcp85,12,2.313130971742794e-05,1.0455367373651825e-05,1.2675942343776114e-05,265.2653503417969,
ipsl-cm5-mr_rcp85,13,2.3716813302598894e-05,1.2127254194638226e-05,1.158956001745537e-05,266.7486572265625,
ipsl-cm5-mr_rcp85,14,1.5676889233873226e-05,7.340234333241824e-06,8.336655810126103e-06,254.94357299804688,
ipsl-cm5-mr_rcp85,15,1.9204964701202698e-05,1.0249736078549176e-05,8.95522771315882e-06,266.02899169921875,
ipsl-cm5-mr_rcp85,16,2.0217768906150013e-05,6.91497371008154e-06,1.3302796105563175e-05,261.8153381347656,
ipsl-cm5-mr_rcp85,17,2.6591160349198617e-05,1.235229501617141e-05,1.4238866242521908e-05,271.569580078125,
ipsl-cm5-mr_rcp85,18,1.7914269847096875e-05,7.86993041401729e-06,1.0044338523584884e-05,263.7594909667969,
ipsl-cm5-mr_rcp26,1,2.4164741262211464e-05,1.4477478543994948e-05,9.687261808721814e-06,272.2313232421875,
ipsl-cm5-mr_rcp26,2,1.2432743460522033e-05,3.857642695948016e-06,8.575100764574017e-06,254.74952697753906,
ipsl-cm5-mr_rcp26,3,2.7788666557171382e-05,1.3324762221600395e-05,1.4463904335570987e-05,272.6733093261719,
ipsl-cm5-mr_rcp26,4,1.4066404219192918e-05,1.8564321635494707e-06,1.2209972737764474e-05,250.91932678222656,
ipsl-cm5-mr_rcp26,5,7.75459011492785e-06,2.1068631212983746e-06,5.647727448376827e-06,249.34837341308594,
ipsl-cm5-mr_rcp26,6,3.4231341032864293e-06,1.391480850543303e-06,2.0316531390562886e-06,234.75709533691406,
ipsl-cm5-mr_rcp26,7,2.344819404243026e-05,1.0973687494697515e-05,1.2474505638238043e-05,262.2794494628906,
ipsl-cm5-mr_rcp26,8,2.0084822608623654e-05,9.081339158001356e-06,1.1003482541127596e-05,257.5793762207031,
ipsl-cm5-mr_rcp26,9,7.773085599183105e-06,3.865778580802726e-06,3.907306563633028e-06,242.5436248779297,
ipsl-cm5-mr_rcp26,10,1.5113435438252054e-05,8.556261491321493e-06,6.5571725826885086e-06,258.6753845214844,
ipsl-cm5-mr_rcp26,11,4.810788141185185e-06,1.9124470327369636e-06,2.898340881074546e-06,239.722900390625,
ipsl-cm5-mr_rcp26,12,2.3577127649332397e-05,1.0762730198621284e-05,1.2814397450711112e-05,265.7144470214844,
ipsl-cm5-mr_rcp26,13,2.3566486561321653e-05,1.2157909623056185e-05,1.1408576938265469e-05,266.7777404785156,
ipsl-cm5-mr_rcp26,14,1.544791302876547e-05,7.28313125364366e-06,8.164781320374459e-06,254.96775817871094,
ipsl-cm5-mr_rcp26,15,1.9260607587057166e-05,1.018381317408057e-05,9.076796231966e-06,266.0282287597656,
ipsl-cm5-mr_rcp26,16,2.059489270322956e-05,6.938723799976287e-06,1.3656168448505923e-05,261.9258117675781,
ipsl-cm5-mr_rcp26,17,2.6674682885641232e-05,1.2279291695449501e-05,1.4395387552212924e-05,271.7257995605469,
ipsl-cm5-mr_rcp26,18,1.857877941802144e-05,7.787356480548624e-06,1.0791422937472817e-05,263.928466796875,
cnrm-cm6_ssp585,1,2.3021922970656306e-05,9.994524589274079e-06,1.3027399290876929e-05,271.07421875,-1.0878389931478355e-14
cnrm-cm6_ssp585,2,9.65567505772924e-06,2.281067054354935e-06,7.374607321253279e-06,251.85365295410156,0.0
cnrm-cm6_ssp585,3,2.6055668058688752e-05,1.0905670933425426e-05,1.5149996215768624e-05,271.47979736328125,0.0
cnrm-cm6_ssp585,4,1.7485133867012337e-05,1.7409448673788575e-06,1.5744188203825615e-05,249.5447998046875,0.0
cnrm-cm6_ssp585,5,7.502769221900962e-06,2.5807419206103077e-06,4.921571417071391e-06,247.80685424804688,4.5555309524658583e-10
cnrm-cm6_ssp585,6,3.512347120704362e-06,1.0641360859153792e-06,2.448211489536334e-06,230.0728302001953,0.0
cnrm-cm6_ssp585,7,2.303820838278625e-05,8.168296517396811e-06,1.4869910955894738e-05,259.0301818847656,0.0
cnrm-cm6_ssp585,8,2.0627734556910582e-05,7.820451173756737e-06,1.2807189705199562e-05,254.90408325195312,9.508489134946174e-11
cnrm-cm6_ssp585,9,7.24353867553873e-06,3.486729838186875e-06,3.6265578273741994e-06,239.3159637451172,1.3025118050791207e-07
cnrm-cm6_ssp585,10,1.347970373899443e-05,4.21270578954136e-06,9.26699794945307e-06,254.18862915039062,0.0
cnrm-cm6_ssp585,11,3.941448085242882e-06,8.17575084965938e-07,3.1238732844940387e-06,234.8199920654297,0.0
cnrm-cm6_ssp585,12,2.0177747501293197e-05,7.278870725713205e-06,1.2898878594569396e-05,261.40234375,0.0
cnrm-cm6_ssp585,13,2.1890260541113093e-05,7.956639819894917e-06,1.385633549944032e-05,263.8719787597656,7.72870905052514e-08
cnrm-cm6_ssp585,14,1.4409873983822763e-05,6.295601906458614e-06,7.719790119153913e-06,252.22061157226562,3.944813613543374e-07
cnrm-cm6_ssp585,15,1.4951219782233238e-05,4.604577043210156e-06,1.034664182952838e-05,261.4927978515625,0.0
cnrm-cm6_ssp585,16,1.3929254237154964e-05,1.3041916417932953e-06,1.2615559171536006e-05,256.129638671875,9.503589026849113e-09
cnrm-cm6_ssp585,17,2.3014463295112364e-05,8.081887244770769e-06,1.3594328265753575e-05,269.7849426269531,1.3382468750933185e-06
cnrm-cm6_ssp585,18,2.0239658624632284e-05,4.783740223501809e-06,1.3906901585869491e-05,261.8663635253906,1.5490165878873086e-06
cnrm-cm6_ssp126,1,2.3021922970656306e-05,9.994524589274079e-06,1.3027399290876929e-05,271.07421875,-1.0878389931478355e-14
cnrm-cm6_ssp126,2,9.65567505772924e-06,2.281067054354935e-06,7.374607321253279e-06,251.85365295410156,0.0
cnrm-cm6_ssp126,3,2.6055668058688752e-05,1.0905670933425426e-05,1.5149996215768624e-05,271.47979736328125,0.0
cnrm-cm6_ssp126,4,1.7485133867012337e-05,1.7409448673788575e-06,1.5744188203825615e-05,249.5447998046875,0.0
cnrm-cm6_ssp126,5,7.502769221900962e-06,2.5807419206103077e-06,4.921571417071391e-06,247.80685424804688,4.5555309524658583e-10
cnrm-cm6_ssp126,6,3.512347120704362e-06,1.0641360859153792e-06,2.448211489536334e-06,230.0728302001953,0.0
cnrm-cm6_ssp126,7,2.303820838278625e-05,8.168296517396811e-06,1.4869910955894738e-05,259.0301818847656,0.0
cnrm-cm6_ssp126,8,2.0627734556910582e-05,7.820451173756737e-06,1.2807189705199562e-05,254.90408325195312,9.508489134946174e-11
cnrm-cm6_ssp126,9,7.24353867553873e-06,3.486729838186875e-06,3.6265578273741994e-06,239.3159637451172,1.3025118050791207e-07
cnrm-cm6_ssp126,10,1.347970373899443e-05,4.21270578954136e-06,9.26699794945307e-06,254.18862915039062,0.0
cnrm-cm6_ssp126,11,3.941448085242882e-06,8.17575084965938e-07,3.1238732844940387e-06,234.8199920654297,0.0
cnrm-cm6_ssp126,12,2.0177747501293197e-05,7.278870725713205e-06,1.2898878594569396e-05,261.40234375,0.0
cnrm-cm6_ssp126,13,2.1890260541113093e-05,7.956639819894917e-06,1.385633549944032e-05,263.8719787597656,7.72870905052514e-08
cnrm-cm6_ssp126,14,1.4409873983822763e-05,6.295601906458614e-06,7.719790119153913e-06,252.22061157226562,3.944813613543374e-07
cnrm-cm6_ssp126,15,1.4951219782233238e-05,4.604577043210156e-06,1.034664182952838e-05,261.4927978515625,0.0
cnrm-cm6_ssp126,16,1.3929254237154964e-05,1.3041916417932953e-06,1.2615559171536006e-05,256.129638671875,9.503589026849113e-09
cnrm-cm6_ssp126,17,2.3014463295112364e-05,8.081887244770769e-06,1.3594328265753575e-05,269.7849426269531,1.3382468750933185e-06
cnrm-cm6_ssp126,18,2.0239658624632284e-05,4.783740223501809e-06,1.3906901585869491e-05,261.8663635253906,1.5490165878873086e-06
cnrm-esm2_ssp585,1,2.4125734853441827e-05,1.2590017831826117e-05,1.1515544429130387e-05,273.6922607421875,2.0171864179019394e-08
cnrm-esm2_ssp585,2,1.1810220712504815e-05,2.705724909901619e-06,9.091315405385103e-06,254.16209411621094,1.31793207458486e-08
cnrm-esm2_ssp585,3,2.790359576465562e-05,1.2847062862419989e-05,1.5056534721225034e-05,274.0894775390625,-2.4519633285563502e-12
cnrm-esm2_ssp585,4,1.9447614249656908e-05,2.0614761524484493e-06,1.673143924563192e-05,251.17156982421875,6.546961230924353e-07
cnrm-esm2_ssp585,5,8.148630513460375e-06,2.853469140973175e-06,5.2946165851608384e-06,249.04339599609375,5.452534534988729e-10
cnrm-esm2_ssp585,6,4.2073688746313564e-06,1.1706548548318096e-06,3.036130010514171e-06,231.3220672607422,5.843294181850922e-10
cnrm-esm2_ssp585,7,2.3530368707724847e-05,8.256118235294707e-06,1.5274248653440736e-05,259.9638977050781,0.0
cnrm-esm2_ssp585,8,2.1890939024160616e-05,8.228424121625721e-06,1.358966801490169e-05,256.00482177734375,7.284717895572612e-08
cnrm-esm2_ssp585,9,7.822487532394007e-06,4.5220344873087015e-06,3.129626065856428e-06,240.77394104003906,1.7082662395750958e-07
cnrm-esm2_ssp585,10,1.3887432032788638e-05,4.9117720664071385e-06,8.828409590933006e-06,255.51193237304688,1.4724960806233867e-07
cnrm-esm2_ssp585,11,4.429203727340791e-06,9.363367894366093e-07,3.492910764180124e-06,235.8437042236328,-4.403283640486144e-11
cnrm-esm2_ssp585,12,2.169372783100698e-05,8.479771167912986e-06,1.3213954844104592e-05,263.2711181640625,0.0
cnrm-esm2_ssp585,13,2.3055925339576788e-05,9.334741662314627e-06,1.3610731912194751e-05,265.4924621582031,1.104551046182678e-07
cnrm-esm2_ssp585,14,1.4761784768779762e-05,6.798767572036013e-06,6.968388333916664e-06,253.25836181640625,9.946279533323832e-07
cnrm-esm2_ssp585,15,1.6297592082992196e-05,5.073898591945181e-06,1.1223692126804963e-05,262.93084716796875,1.8786242093199457e-12
cnrm-esm2_ssp585,16,1.4926806215953548e-05,1.7259621927223634e-06,1.3178118024370633e-05,257.8934020996094,2.2725112458488184e-08
cnrm-esm2_ssp585,17,2.4068483980954625e-05,8.879641427483875e-06,1.3619294804811943e-05,271.3245849609375,1.5695493402745342e-06
cnrm-esm2_ssp585,18,2.264911017846316e-05,6.033444606146077e-06,1.3902440514357295e-05,264.2626647949219,2.7132275590702193e-06
ukesm1-0-ll_ssp585,1,2.759718154266011e-05,1.0585146810626611e-05,1.6870544641278684e-05,270.6881408691406,1.4148908178412967e-07
ukesm1-0-ll_ssp585,2,8.202052413253114e-06,2.0161951397312805e-06,6.178210242069326e-06,248.7871551513672,7.647141586630823e-09
ukesm1-0-ll_ssp585,3,2.808782119245734e-05,1.2593068277055863e-05,1.5458683265023865e-05,270.95074462890625,3.60671137400459e-08
ukesm1-0-ll_ssp585,4,1.7054790077963844e-05,1.7737820598995313e-06,1.5239605090755504e-05,249.354736328125,4.1402767436693466e-08
ukesm1-0-ll_ssp585,5,8.36224717204459e-06,1.0428519772176514e-06,7.308548447326757e-06,245.29037475585938,1.0846726183899591e-08
ukesm1-0-ll_ssp585,6,2.1215182641753927e-06,7.197180025286798e-07,1.3974640751257539e-06,230.54981994628906,4.336129233450947e-09
ukesm1-0-ll_ssp585,7,2.5725697923917323e-05,6.549870249727974e-06,1.9134688045596704e-05,259.59173583984375,4.113874396693973e-08
ukesm1-0-ll_ssp585,8,2.224405761808157e-05,6.3447464526689146e-06,1.576088288857136e-05,255.57598876953125,1.3842921475770709e-07
ukesm1-0-ll_ssp585,9,7.691316568525508e-06,2.5733372694958234e-06,4.975529918738175e-06,240.4029998779297,1.4244901080928685e-07
ukesm1-0-ll_ssp585,10,1.4421196283365134e-05,5.481964308273746e-06,8.453233022009954e-06,255.3452911376953,4.859984983340837e-07
ukesm1-0-ll_ssp585,11,4.342463398643304e-06,9.846233979260433e-07,3.357023842909257e-06,236.94786071777344,8.167552190130323e-10
ukesm1-0-ll_ssp585,12,2.248867167509161e-05,6.136334832262946e-06,1.6292855434585363e-05,260.6415100097656,5.9481017444795725e-08
ukesm1-0-ll_ssp585,13,2.4831459086271934e-05,9.269587280869018e-06,1.5236946637742221e-05,265.01898193359375,3.249291182783054e-07
ukesm1-0-ll_ssp585,14,1.4673280020360835e-05,3.432783387324889e-06,1.0797769391501788e-05,250.99891662597656,4.427280089203123e-07
ukesm1-0-ll_ssp585,15,1.7017531718011014e-05,5.294639777275734e-06,1.169065581052564e-05,262.5559387207031,3.223781064320974e-08
ukesm1-0-ll_ssp585,16,1.3902821592637338e-05,2.352904630242847e-06,1.1133666703244671e-05,256.2983703613281,4.1625028757152904e-07
ukesm1-0-ll_ssp585,17,2.6814388547791168e-05,7.315803031815449e-06,1.8367862139712088e-05,270.91436767578125,1.1307232625767938e-06
ukesm1-0-ll_ssp585,18,2.4096771085169166e-05,2.5261765586037654e-06,1.9656266886158846e-05,258.9998779296875,1.914325821417151e-06
cesm2_ssp585,1,2.4615017537144013e-05,7.388321421331057e-08,2.4541133825550787e-05,267.82769775390625,2.878531178341283e-21
cesm2_ssp585,2,8.013963451958261e-06,1.612270636996982e-07,7.852736416680273e-06,250.19769287109375,5.75919554288238e-15
cesm2_ssp585,3,2.6349345716880634e-05,5.323592588979409e-08,2.6296107535017654e-05,269.2437438964844,2.4683927759247226e-21
cesm2_ssp585,4,1.5576189980492927e-05,3.094583291840536e-07,1.5266732589225285e-05,248.0071563720703,-6.629861899238537e-21
cesm2_ssp585,5,9.585439329384826e-06,1.7550013353684335e-07,9.40993686526781e-06,245.83192443847656,1.841610631353463e-12
cesm2_ssp585,6,2.3366626464849105e-06,1.342231854550846e-07,2.2023552901373478e-06,230.72744750976562,8.448042959630087e-11
cesm2_ssp585,7,2.44867642322788e-05,3.1409919643010653e-07,2.4172662961063907e-05,259.0480041503906,1.8103831194390768e-21
cesm2_ssp585,8,2.0488021618803032e-05,3.6575187323251157e-07,2.0122270143474452e-05,254.60142517089844,5.996753287247578e-21
cesm2_ssp585,9,8.937151505961083e-06,2.1957890794510604e-07,8.717574019101448e-06,239.96975708007812,3.0461576331086636e-21
cesm2_ssp585,10,1.707603587419726e-05,7.757229809612909e-07,1.6300324205076322e-05,255.8724822998047,-1.0922381922517932e-11
cesm2_ssp585,11,4.70892609882867e-06,2.8431839993459107e-08,4.680493930209195e-06,237.5414276123047,9.279417884859153e-15
cesm2_ssp585,12,2.2330961655825377e-05,1.0856484067289784e-07,2.2222318875719793e-05,262.0521240234375,7.85439699391155e-11
cesm2_ssp585,13,3.077265864703804e-05,3.425710701776552e-07,3.0428860554820858e-05,266.8013610839844,1.2308249974779528e-09
cesm2_ssp585,14,1.6427153241238557e-05,9.549061132929637e-07,1.5472247469006106e-05,250.11753845214844,1.0494723159208693e-20
cesm2_ssp585,15,1.891142164822668e-05,2.647837220592919e-07,1.864663681772072e-05,262.9865417480469,2.8220496462952215e-21
cesm2_ssp585,16,1.7548994946992025e-05,1.9537473860964383e-07,1.7282187400269322e-05,258.09912109375,7.143430735823131e-08
cesm2_ssp585,17,2.689309258130379e-05,1.4810120774200186e-07,2.552960540924687e-05,271.2523193359375,1.2153840316386777e-06
cesm2_ssp585,18,2.3064039851306006e-05,5.442891506390879e-07,2.2232195988181047e-05,259.0668029785156,2.8755749781339546e-07
